Menderes Ýlkokulu,38.254395,27.137797
Menderes Gazi Primary School,38.26812,27.144637
Alpaslan Ilkogretim Okulu,38.252411,27.135733
Menderes Gazi Ýlkokulu,38.2677875,27.1453175
Golcukler Adnan Olcay Ilkogretim Okulu,38.2586821,27.1436351
Mualla Nusret Sezel Ilkogretim Okulu,38.2468247,27.1160042
Alparslan Ýlkokulu,38.252361,27.13234
Altintepe Ilkogretim Okulu,38.2356013,27.1517104
Maurice Aliberti - Esin Özgener Ýlkokulu Menderes,38.254317,27.138173
Görece Þehit Mustafa Mutlu Ortaokulu/Ýlkokulu,38.27782,27.124549
Sehit Binbasi Ercan Ilkogretim Okulu,38.2113058,27.1272796
Suleyman Cevik Ilkogretim Okulu,38.2512564,27.1287301
görece mustafa kemal ilkokulu,38.290217,27.125709
Adnan Menderes Ýlkokulu,38.2982438,27.1678828
Yeni Sasal Ilkokulu,38.178066,27.109653
Bulgurca Ýlkokulu,38.2147911,27.2315908
Develi Ilkogretim Okulu,38.2066041,27.1693618
Sancaklý Ahmetcýk Ýlkokulu,38.143,27.1677
Karakuyu Ýlkokulu,38.1331,27.2372
Bayrak Ortaokulu,38.2543604,27.1344923
Oglananasi Ilkokulu ve Ortaokulu,38.239497,27.2231
Golcukler Adnan Olcay Ortaokulu,38.25868200000001,27.143635
Catalca Ilkokulu,38.259587,27.070859
Ýzmir - Menderes Süleyman Çevik Ortaokulu,38.250927,27.1287011
Gümüldür Hasan Eren Ýlkokulu,38.07580799999999,27.017139
Þehit Hakan Ýncekar Ortaokulu,38.254228,27.1345831
Ýlkokulu,38.23944600000001,27.225741
Efemçukuru Ýlkokulu,38.2767,26.9704
Deðirmendere ilköðretim okulu,38.1172579,27.1425555
